model,bf,model_label
a,107.82606963196147,BR & ML & PO
b,48.26615074628795,PO
c,-5.132853346509546,ML
d,18.396063967938797,BR
e,93.21140869830849,BR & PO
f,58.776973100141035,ML & PO
g,27.086061358997664,BR & ML
UN,-12.106950667857793,BR & ML & PO (no effect in all manipulations)
