model,bf,model_label
a,59.73342280273258,BR&ML&PO
b,19.64110507384999,PO
c,63.06830366107856,ML
d,19.49081297945694,BR
e,17.778571105902003,BR & PO
f,61.482520282970334,ML & PO
g,61.322811567932106,BR & ML
UN,21.297812350739484,BR & ML & PO (no effect in all manipulations)
