model,bf,model_label
a,24.015096922738454,BR & ML & PO
b,1.3255727435623228,PO
c,12.454564481092792,ML
d,1.1813877157311405,BR
e,6.160367093988904,BR & PO
f,18.092277547701702,ML & PO
g,17.965996356998968,BR & ML
UN,-3.422172714628945,BR & ML & PO (no effect in all manipulations)
