confidence_type,participant,bias_source,bias_direction,line_type,label,value
concurrent,S036,baserate,short,short,s2_2,105
concurrent,S037,payoff,long,long,s1_1,62
concurrent,S037,payoff,long,long,s1_2,53
concurrent,S037,payoff,long,long,s2_1,5
concurrent,S037,payoff,long,long,s2_2,0
concurrent,S037,payoff,long,short,s1_1,24
concurrent,S037,payoff,long,short,s1_2,0
concurrent,S037,payoff,long,short,s2_1,35
concurrent,S037,payoff,long,short,s2_2,61
concurrent,S037,payoff,short,long,s1_1,40
concurrent,S037,payoff,short,long,s1_2,33
concurrent,S037,payoff,short,long,s2_1,47
concurrent,S037,payoff,short,long,s2_2,0
concurrent,S037,payoff,short,short,s1_1,1
concurrent,S037,payoff,short,short,s1_2,1
concurrent,S037,payoff,short,short,s2_1,48
concurrent,S037,payoff,short,short,s2_2,70
concurrent,S038,mullerlyer,long,long,s1_1,32
concurrent,S038,mullerlyer,long,long,s1_2,76
concurrent,S038,mullerlyer,long,long,s2_1,8
concurrent,S038,mullerlyer,long,long,s2_2,4
concurrent,S038,mullerlyer,long,short,s1_1,49
concurrent,S038,mullerlyer,long,short,s1_2,25
concurrent,S038,mullerlyer,long,short,s2_1,21
concurrent,S038,mullerlyer,long,short,s2_2,25
concurrent,S038,mullerlyer,short,long,s1_1,30
concurrent,S038,mullerlyer,short,long,s1_2,76
concurrent,S038,mullerlyer,short,long,s2_1,9
concurrent,S038,mullerlyer,short,long,s2_2,5
concurrent,S038,mullerlyer,short,short,s1_1,30
concurrent,S038,mullerlyer,short,short,s1_2,17
concurrent,S038,mullerlyer,short,short,s2_1,29
concurrent,S038,mullerlyer,short,short,s2_2,44
concurrent,S039,baserate,long,long,s1_1,86
concurrent,S039,baserate,long,long,s1_2,159
concurrent,S039,baserate,long,long,s2_1,21
concurrent,S039,baserate,long,long,s2_2,4
concurrent,S039,baserate,long,short,s1_1,27
concurrent,S039,baserate,long,short,s1_2,22
concurrent,S039,baserate,long,short,s2_1,37
concurrent,S039,baserate,long,short,s2_2,4
concurrent,S039,baserate,short,long,s1_1,38
concurrent,S039,baserate,short,long,s1_2,40
concurrent,S039,baserate,short,long,s2_1,7
concurrent,S039,baserate,short,long,s2_2,5
concurrent,S039,baserate,short,short,s1_1,37
concurrent,S039,baserate,short,short,s1_2,5
concurrent,S039,baserate,short,short,s2_1,110
concurrent,S039,baserate,short,short,s2_2,118
concurrent,S040,payoff,long,long,s1_1,38
concurrent,S040,payoff,long,long,s1_2,67
concurrent,S040,payoff,long,long,s2_1,5
concurrent,S040,payoff,long,long,s2_2,10
concurrent,S040,payoff,long,short,s1_1,21
concurrent,S040,payoff,long,short,s1_2,8
concurrent,S040,payoff,long,short,s2_1,4
concurrent,S040,payoff,long,short,s2_2,87
concurrent,S040,payoff,short,long,s1_1,32
concurrent,S040,payoff,short,long,s1_2,47
concurrent,S040,payoff,short,long,s2_1,25
concurrent,S040,payoff,short,long,s2_2,16
concurrent,S040,payoff,short,short,s1_1,5
concurrent,S040,payoff,short,short,s1_2,6
concurrent,S040,payoff,short,short,s2_1,17
concurrent,S040,payoff,short,short,s2_2,92
concurrent,S041,mullerlyer,long,long,s1_1,43
concurrent,S041,mullerlyer,long,long,s1_2,53
concurrent,S041,mullerlyer,long,long,s2_1,24
concurrent,S041,mullerlyer,long,long,s2_2,0
concurrent,S041,mullerlyer,long,short,s1_1,22
concurrent,S041,mullerlyer,long,short,s1_2,0
concurrent,S041,mullerlyer,long,short,s2_1,56
concurrent,S041,mullerlyer,long,short,s2_2,42
concurrent,S041,mullerlyer,short,long,s1_1,73
concurrent,S041,mullerlyer,short,long,s1_2,22
concurrent,S041,mullerlyer,short,long,s2_1,20
concurrent,S041,mullerlyer,short,long,s2_2,5
concurrent,S041,mullerlyer,short,short,s1_1,11
concurrent,S041,mullerlyer,short,short,s1_2,0
concurrent,S041,mullerlyer,short,short,s2_1,59
concurrent,S041,mullerlyer,short,short,s2_2,50
concurrent,S042,baserate,long,long,s1_1,123
concurrent,S042,baserate,long,long,s1_2,134
concurrent,S042,baserate,long,long,s2_1,11
concurrent,S042,baserate,long,long,s2_2,2
concurrent,S042,baserate,long,short,s1_1,18
concurrent,S042,baserate,long,short,s1_2,4
concurrent,S042,baserate,long,short,s2_1,35
concurrent,S042,baserate,long,short,s2_2,33
concurrent,S042,baserate,short,long,s1_1,21
concurrent,S042,baserate,short,long,s1_2,47
concurrent,S042,baserate,short,long,s2_1,20
concurrent,S042,baserate,short,long,s2_2,2
concurrent,S042,baserate,short,short,s1_1,21
concurrent,S042,baserate,short,short,s1_2,9
concurrent,S042,baserate,short,short,s2_1,146
concurrent,S042,baserate,short,short,s2_2,94
concurrent,S043,payoff,long,long,s1_1,51
concurrent,S043,payoff,long,long,s1_2,52
concurrent,S043,payoff,long,long,s2_1,13
concurrent,S043,payoff,long,long,s2_2,4
concurrent,S043,payoff,long,short,s1_1,30
concurrent,S043,payoff,long,short,s1_2,1
concurrent,S043,payoff,long,short,s2_1,49
concurrent,S043,payoff,long,short,s2_2,40
concurrent,S043,payoff,short,long,s1_1,42
concurrent,S043,payoff,short,long,s1_2,56
concurrent,S043,payoff,short,long,s2_1,15
concurrent,S043,payoff,short,long,s2_2,7
concurrent,S043,payoff,short,short,s1_1,12
concurrent,S043,payoff,short,short,s1_2,8
concurrent,S043,payoff,short,short,s2_1,35
concurrent,S043,payoff,short,short,s2_2,65
concurrent,S044,payoff,long,long,s1_1,48
concurrent,S044,payoff,long,long,s1_2,71
concurrent,S044,payoff,long,long,s2_1,1
concurrent,S044,payoff,long,long,s2_2,0
concurrent,S044,payoff,long,short,s1_1,28
concurrent,S044,payoff,long,short,s1_2,2
concurrent,S044,payoff,long,short,s2_1,31
concurrent,S044,payoff,long,short,s2_2,59
concurrent,S044,payoff,short,long,s1_1,62
concurrent,S044,payoff,short,long,s1_2,32
concurrent,S044,payoff,short,long,s2_1,24
concurrent,S044,payoff,short,long,s2_2,2
concurrent,S044,payoff,short,short,s1_1,2
concurrent,S044,payoff,short,short,s1_2,0
concurrent,S044,payoff,short,short,s2_1,47
concurrent,S044,payoff,short,short,s2_2,71
concurrent,S045,baserate,long,long,s1_1,139
concurrent,S045,baserate,long,long,s1_2,111
concurrent,S045,baserate,long,long,s2_1,16
concurrent,S045,baserate,long,long,s2_2,4
concurrent,S045,baserate,long,short,s1_1,19
concurrent,S045,baserate,long,short,s1_2,0
concurrent,S045,baserate,long,short,s2_1,41
concurrent,S045,baserate,long,short,s2_2,30
concurrent,S045,baserate,short,long,s1_1,37
concurrent,S045,baserate,short,long,s1_2,29
concurrent,S045,baserate,short,long,s2_1,16
concurrent,S045,baserate,short,long,s2_2,8
concurrent,S045,baserate,short,short,s1_1,18
concurrent,S045,baserate,short,short,s1_2,3
concurrent,S045,baserate,short,short,s2_1,67
concurrent,S045,baserate,short,short,s2_2,182
concurrent,S046,mullerlyer,long,long,s1_1,27
concurrent,S046,mullerlyer,long,long,s1_2,60
concurrent,S046,mullerlyer,long,long,s2_1,15
concurrent,S046,mullerlyer,long,long,s2_2,18
concurrent,S046,mullerlyer,long,short,s1_1,7
concurrent,S046,mullerlyer,long,short,s1_2,4
concurrent,S046,mullerlyer,long,short,s2_1,18
concurrent,S046,mullerlyer,long,short,s2_2,91
concurrent,S046,mullerlyer,short,long,s1_1,19
concurrent,S046,mullerlyer,short,long,s1_2,71
concurrent,S046,mullerlyer,short,long,s2_1,18
concurrent,S046,mullerlyer,short,long,s2_2,12
concurrent,S046,mullerlyer,short,short,s1_1,8
concurrent,S046,mullerlyer,short,short,s1_2,1
concurrent,S046,mullerlyer,short,short,s2_1,22
concurrent,S046,mullerlyer,short,short,s2_2,89
concurrent,S047,mullerlyer,long,long,s1_1,33
concurrent,S047,mullerlyer,long,long,s1_2,54
concurrent,S047,mullerlyer,long,long,s2_1,24
concurrent,S047,mullerlyer,long,long,s2_2,9
concurrent,S047,mullerlyer,long,short,s1_1,12
concurrent,S047,mullerlyer,long,short,s1_2,2
concurrent,S047,mullerlyer,long,short,s2_1,41
concurrent,S047,mullerlyer,long,short,s2_2,65
concurrent,S047,mullerlyer,short,long,s1_1,46
concurrent,S047,mullerlyer,short,long,s1_2,49
concurrent,S047,mullerlyer,short,long,s2_1,17
concurrent,S047,mullerlyer,short,long,s2_2,8
concurrent,S047,mullerlyer,short,short,s1_1,14
concurrent,S047,mullerlyer,short,short,s1_2,1
concurrent,S047,mullerlyer,short,short,s2_1,33
concurrent,S047,mullerlyer,short,short,s2_2,72
concurrent,S048,baserate,long,long,s1_1,196
concurrent,S048,baserate,long,long,s1_2,58
concurrent,S048,baserate,long,long,s2_1,16
concurrent,S048,baserate,long,long,s2_2,0
concurrent,S048,baserate,long,short,s1_1,46
concurrent,S048,baserate,long,short,s1_2,0
concurrent,S048,baserate,long,short,s2_1,37
concurrent,S048,baserate,long,short,s2_2,7
concurrent,S048,baserate,short,long,s1_1,32
concurrent,S048,baserate,short,long,s1_2,16
concurrent,S048,baserate,short,long,s2_1,40
concurrent,S048,baserate,short,long,s2_2,2
concurrent,S048,baserate,short,short,s1_1,19
concurrent,S048,baserate,short,short,s1_2,1
concurrent,S048,baserate,short,short,s2_1,229
concurrent,S048,baserate,short,short,s2_2,21
concurrent,S049,payoff,long,long,s1_1,100
concurrent,S049,payoff,long,long,s1_2,12
concurrent,S049,payoff,long,long,s2_1,7
concurrent,S049,payoff,long,long,s2_2,1
concurrent,S049,payoff,long,short,s1_1,30
concurrent,S049,payoff,long,short,s1_2,1
concurrent,S049,payoff,long,short,s2_1,68
concurrent,S049,payoff,long,short,s2_2,21
concurrent,S049,payoff,short,long,s1_1,48
concurrent,S049,payoff,short,long,s1_2,30
concurrent,S049,payoff,short,long,s2_1,36
concurrent,S049,payoff,short,long,s2_2,6
concurrent,S049,payoff,short,short,s1_1,11
concurrent,S049,payoff,short,short,s1_2,1
concurrent,S049,payoff,short,short,s2_1,68
concurrent,S049,payoff,short,short,s2_2,40
concurrent,S050,payoff,long,long,s1_1,40
concurrent,S050,payoff,long,long,s1_2,65
concurrent,S050,payoff,long,long,s2_1,13
concurrent,S050,payoff,long,long,s2_2,2
concurrent,S050,payoff,long,short,s1_1,22
concurrent,S050,payoff,long,short,s1_2,14
concurrent,S050,payoff,long,short,s2_1,72
concurrent,S050,payoff,long,short,s2_2,12
concurrent,S050,payoff,short,long,s1_1,44
concurrent,S050,payoff,short,long,s1_2,36
concurrent,S050,payoff,short,long,s2_1,31
concurrent,S050,payoff,short,long,s2_2,9
concurrent,S050,payoff,short,short,s1_1,0
concurrent,S050,payoff,short,short,s1_2,0
concurrent,S050,payoff,short,short,s2_1,82
concurrent,S050,payoff,short,short,s2_2,38
concurrent,S051,mullerlyer,long,long,s1_1,44
concurrent,S051,mullerlyer,long,long,s1_2,72
concurrent,S051,mullerlyer,long,long,s2_1,4
concurrent,S051,mullerlyer,long,long,s2_2,0
concurrent,S051,mullerlyer,long,short,s1_1,47
concurrent,S051,mullerlyer,long,short,s1_2,13
concurrent,S051,mullerlyer,long,short,s2_1,43
concurrent,S051,mullerlyer,long,short,s2_2,17
concurrent,S051,mullerlyer,short,long,s1_1,56
concurrent,S051,mullerlyer,short,long,s1_2,60
concurrent,S051,mullerlyer,short,long,s2_1,4
concurrent,S051,mullerlyer,short,long,s2_2,0
concurrent,S051,mullerlyer,short,short,s1_1,28
concurrent,S051,mullerlyer,short,short,s1_2,3
concurrent,S051,mullerlyer,short,short,s2_1,59
concurrent,S051,mullerlyer,short,short,s2_2,30
concurrent,S052,payoff,long,long,s1_1,58
concurrent,S052,payoff,long,long,s1_2,30
concurrent,S052,payoff,long,long,s2_1,20
concurrent,S052,payoff,long,long,s2_2,12
concurrent,S052,payoff,long,short,s1_1,26
concurrent,S052,payoff,long,short,s1_2,3
concurrent,S052,payoff,long,short,s2_1,31
concurrent,S052,payoff,long,short,s2_2,60
concurrent,S052,payoff,short,long,s1_1,52
concurrent,S052,payoff,short,long,s1_2,50
concurrent,S052,payoff,short,long,s2_1,10
concurrent,S052,payoff,short,long,s2_2,8
concurrent,S052,payoff,short,short,s1_1,19
concurrent,S052,payoff,short,short,s1_2,11
concurrent,S052,payoff,short,short,s2_1,34
concurrent,S052,payoff,short,short,s2_2,56
concurrent,S053,mullerlyer,long,long,s1_1,85
concurrent,S053,mullerlyer,long,long,s1_2,17
concurrent,S053,mullerlyer,long,long,s2_1,16
concurrent,S053,mullerlyer,long,long,s2_2,2
concurrent,S053,mullerlyer,long,short,s1_1,33
concurrent,S053,mullerlyer,long,short,s1_2,2
concurrent,S053,mullerlyer,long,short,s2_1,81
concurrent,S053,mullerlyer,long,short,s2_2,4
concurrent,S053,mullerlyer,short,long,s1_1,70
concurrent,S053,mullerlyer,short,long,s1_2,17
concurrent,S053,mullerlyer,short,long,s2_1,18
concurrent,S053,mullerlyer,short,long,s2_2,15
concurrent,S053,mullerlyer,short,short,s1_1,8
concurrent,S053,mullerlyer,short,short,s1_2,1
concurrent,S053,mullerlyer,short,short,s2_1,28
concurrent,S053,mullerlyer,short,short,s2_2,83
concurrent,S054,baserate,long,long,s1_1,89
concurrent,S054,baserate,long,long,s1_2,169
concurrent,S054,baserate,long,long,s2_1,9
concurrent,S054,baserate,long,long,s2_2,3
concurrent,S054,baserate,long,short,s1_1,15
concurrent,S054,baserate,long,short,s1_2,0
concurrent,S054,baserate,long,short,s2_1,30
concurrent,S054,baserate,long,short,s2_2,45
concurrent,S054,baserate,short,long,s1_1,37
concurrent,S054,baserate,short,long,s1_2,21
concurrent,S054,baserate,short,long,s2_1,20
concurrent,S054,baserate,short,long,s2_2,12
concurrent,S054,baserate,short,short,s1_1,18
concurrent,S054,baserate,short,short,s1_2,5
concurrent,S054,baserate,short,short,s2_1,118
concurrent,S054,baserate,short,short,s2_2,129
concurrent,S055,payoff,long,long,s1_1,73
concurrent,S055,payoff,long,long,s1_2,36
concurrent,S055,payoff,long,long,s2_1,4
concurrent,S055,payoff,long,long,s2_2,7
concurrent,S055,payoff,long,short,s1_1,29
concurrent,S055,payoff,long,short,s1_2,1
concurrent,S055,payoff,long,short,s2_1,26
concurrent,S055,payoff,long,short,s2_2,64
concurrent,S055,payoff,short,long,s1_1,40
concurrent,S055,payoff,short,long,s1_2,5
concurrent,S055,payoff,short,long,s2_1,57
concurrent,S055,payoff,short,long,s2_2,18
concurrent,S055,payoff,short,short,s1_1,1
concurrent,S055,payoff,short,short,s1_2,0
concurrent,S055,payoff,short,short,s2_1,17
concurrent,S055,payoff,short,short,s2_2,102
concurrent,S056,mullerlyer,long,long,s1_1,43
concurrent,S056,mullerlyer,long,long,s1_2,72
concurrent,S056,mullerlyer,long,long,s2_1,4
concurrent,S056,mullerlyer,long,long,s2_2,1
concurrent,S056,mullerlyer,long,short,s1_1,39
concurrent,S056,mullerlyer,long,short,s1_2,24
concurrent,S056,mullerlyer,long,short,s2_1,52
concurrent,S056,mullerlyer,long,short,s2_2,5
concurrent,S056,mullerlyer,short,long,s1_1,46
concurrent,S056,mullerlyer,short,long,s1_2,68
concurrent,S056,mullerlyer,short,long,s2_1,5
concurrent,S056,mullerlyer,short,long,s2_2,1
concurrent,S056,mullerlyer,short,short,s1_1,34
concurrent,S056,mullerlyer,short,short,s1_2,12
concurrent,S056,mullerlyer,short,short,s2_1,37
concurrent,S056,mullerlyer,short,short,s2_2,37
concurrent,S057,baserate,long,long,s1_1,118
concurrent,S057,baserate,long,long,s1_2,148
concurrent,S057,baserate,long,long,s2_1,4
concurrent,S057,baserate,long,long,s2_2,0
concurrent,S057,baserate,long,short,s1_1,56
concurrent,S057,baserate,long,short,s1_2,11
concurrent,S057,baserate,long,short,s2_1,22
concurrent,S057,baserate,long,short,s2_2,1
concurrent,S057,baserate,short,long,s1_1,38
concurrent,S057,baserate,short,long,s1_2,17
concurrent,S057,baserate,short,long,s2_1,28
concurrent,S057,baserate,short,long,s2_2,7
concurrent,S057,baserate,short,short,s1_1,24
concurrent,S057,baserate,short,short,s1_2,2
concurrent,S057,baserate,short,short,s2_1,147
concurrent,S057,baserate,short,short,s2_2,97
concurrent,S058,payoff,long,long,s1_1,57
concurrent,S058,payoff,long,long,s1_2,62
concurrent,S058,payoff,long,long,s2_1,1
concurrent,S058,payoff,long,long,s2_2,0
concurrent,S058,payoff,long,short,s1_1,28
concurrent,S058,payoff,long,short,s1_2,3
concurrent,S058,payoff,long,short,s2_1,51
concurrent,S058,payoff,long,short,s2_2,38
concurrent,S058,payoff,short,long,s1_1,47
concurrent,S058,payoff,short,long,s1_2,37
concurrent,S058,payoff,short,long,s2_1,35
concurrent,S058,payoff,short,long,s2_2,1
concurrent,S058,payoff,short,short,s1_1,9
concurrent,S058,payoff,short,short,s1_2,1
concurrent,S058,payoff,short,short,s2_1,65
concurrent,S058,payoff,short,short,s2_2,45
concurrent,S059,mullerlyer,long,long,s1_1,30
concurrent,S059,mullerlyer,long,long,s1_2,60
concurrent,S059,mullerlyer,long,long,s2_1,25
concurrent,S059,mullerlyer,long,long,s2_2,5
concurrent,S059,mullerlyer,long,short,s1_1,7
concurrent,S059,mullerlyer,long,short,s1_2,4
concurrent,S059,mullerlyer,long,short,s2_1,52
concurrent,S059,mullerlyer,long,short,s2_2,57
concurrent,S059,mullerlyer,short,long,s1_1,25
concurrent,S059,mullerlyer,short,long,s1_2,75
concurrent,S059,mullerlyer,short,long,s2_1,19
concurrent,S059,mullerlyer,short,long,s2_2,1
concurrent,S059,mullerlyer,short,short,s1_1,11
concurrent,S059,mullerlyer,short,short,s1_2,2
concurrent,S059,mullerlyer,short,short,s2_1,70
concurrent,S059,mullerlyer,short,short,s2_2,37
concurrent,S060,baserate,long,long,s1_1,183
concurrent,S060,baserate,long,long,s1_2,62
concurrent,S060,baserate,long,long,s2_1,22
concurrent,S060,baserate,long,long,s2_2,3
concurrent,S060,baserate,long,short,s1_1,24
concurrent,S060,baserate,long,short,s1_2,3
concurrent,S060,baserate,long,short,s2_1,27
concurrent,S060,baserate,long,short,s2_2,36
concurrent,S060,baserate,short,long,s1_1,27
concurrent,S060,baserate,short,long,s1_2,15
concurrent,S060,baserate,short,long,s2_1,36
concurrent,S060,baserate,short,long,s2_2,12
concurrent,S060,baserate,short,short,s1_1,41
concurrent,S060,baserate,short,short,s1_2,3
concurrent,S060,baserate,short,short,s2_1,136
concurrent,S060,baserate,short,short,s2_2,90
concurrent,S061,mullerlyer,long,long,s1_1,50
concurrent,S061,mullerlyer,long,long,s1_2,60
concurrent,S061,mullerlyer,long,long,s2_1,10
concurrent,S061,mullerlyer,long,long,s2_2,0
concurrent,S061,mullerlyer,long,short,s1_1,21
concurrent,S061,mullerlyer,long,short,s1_2,4
concurrent,S061,mullerlyer,long,short,s2_1,58
concurrent,S061,mullerlyer,long,short,s2_2,37
concurrent,S061,mullerlyer,short,long,s1_1,47
concurrent,S061,mullerlyer,short,long,s1_2,49
concurrent,S061,mullerlyer,short,long,s2_1,22
concurrent,S061,mullerlyer,short,long,s2_2,2
concurrent,S061,mullerlyer,short,short,s1_1,13
concurrent,S061,mullerlyer,short,short,s1_2,1
concurrent,S061,mullerlyer,short,short,s2_1,49
concurrent,S061,mullerlyer,short,short,s2_2,57
concurrent,S062,payoff,long,long,s1_1,61
concurrent,S062,payoff,long,long,s1_2,49
concurrent,S062,payoff,long,long,s2_1,9
concurrent,S062,payoff,long,long,s2_2,1
concurrent,S062,payoff,long,short,s1_1,37
concurrent,S062,payoff,long,short,s1_2,4
concurrent,S062,payoff,long,short,s2_1,60
concurrent,S062,payoff,long,short,s2_2,19
concurrent,S062,payoff,short,long,s1_1,41
concurrent,S062,payoff,short,long,s1_2,36
concurrent,S062,payoff,short,long,s2_1,31
concurrent,S062,payoff,short,long,s2_2,12
concurrent,S062,payoff,short,short,s1_1,12
concurrent,S062,payoff,short,short,s1_2,1
concurrent,S062,payoff,short,short,s2_1,35
concurrent,S062,payoff,short,short,s2_2,72
concurrent,S063,baserate,long,long,s1_1,123
concurrent,S063,baserate,long,long,s1_2,69
concurrent,S063,baserate,long,long,s2_1,51
concurrent,S063,baserate,long,long,s2_2,27
concurrent,S063,baserate,long,short,s1_1,15
concurrent,S063,baserate,long,short,s1_2,11
concurrent,S063,baserate,long,short,s2_1,13
concurrent,S063,baserate,long,short,s2_2,51
concurrent,S063,baserate,short,long,s1_1,41
concurrent,S063,baserate,short,long,s1_2,15
concurrent,S063,baserate,short,long,s2_1,31
concurrent,S063,baserate,short,long,s2_2,3
concurrent,S063,baserate,short,short,s1_1,15
concurrent,S063,baserate,short,short,s1_2,1
concurrent,S063,baserate,short,short,s2_1,137
concurrent,S063,baserate,short,short,s2_2,117
concurrent,S064,payoff,long,long,s1_1,7
concurrent,S064,payoff,long,long,s1_2,112
concurrent,S064,payoff,long,long,s2_1,0
concurrent,S064,payoff,long,long,s2_2,1
concurrent,S064,payoff,long,short,s1_1,8
concurrent,S064,payoff,long,short,s1_2,38
concurrent,S064,payoff,long,short,s2_1,14
concurrent,S064,payoff,long,short,s2_2,60
concurrent,S064,payoff,short,long,s1_1,15
concurrent,S064,payoff,short,long,s1_2,97
concurrent,S064,payoff,short,long,s2_1,3
concurrent,S064,payoff,short,long,s2_2,5
concurrent,S064,payoff,short,short,s1_1,10
concurrent,S064,payoff,short,short,s1_2,44
concurrent,S064,payoff,short,short,s2_1,20
concurrent,S064,payoff,short,short,s2_2,46
concurrent,S065,mullerlyer,long,long,s1_1,17
concurrent,S065,mullerlyer,long,long,s1_2,97
concurrent,S065,mullerlyer,long,long,s2_1,5
concurrent,S065,mullerlyer,long,long,s2_2,1
concurrent,S065,mullerlyer,long,short,s1_1,34
concurrent,S065,mullerlyer,long,short,s1_2,70
concurrent,S065,mullerlyer,long,short,s2_1,10
concurrent,S065,mullerlyer,long,short,s2_2,6
concurrent,S065,mullerlyer,short,long,s1_1,31
concurrent,S065,mullerlyer,short,long,s1_2,78
concurrent,S065,mullerlyer,short,long,s2_1,10
concurrent,S065,mullerlyer,short,long,s2_2,1
concurrent,S065,mullerlyer,short,short,s1_1,17
concurrent,S065,mullerlyer,short,short,s1_2,21
concurrent,S065,mullerlyer,short,short,s2_1,53
concurrent,S065,mullerlyer,short,short,s2_2,29
concurrent,S066,baserate,long,long,s1_1,103
concurrent,S066,baserate,long,long,s1_2,125
concurrent,S066,baserate,long,long,s2_1,23
concurrent,S066,baserate,long,long,s2_2,19
concurrent,S066,baserate,long,short,s1_1,22
concurrent,S066,baserate,long,short,s1_2,14
concurrent,S066,baserate,long,short,s2_1,27
concurrent,S066,baserate,long,short,s2_2,27
concurrent,S066,baserate,short,long,s1_1,34
concurrent,S066,baserate,short,long,s1_2,28
concurrent,S066,baserate,short,long,s2_1,9
concurrent,S066,baserate,short,long,s2_2,19
concurrent,S066,baserate,short,short,s1_1,30
concurrent,S066,baserate,short,short,s1_2,25
concurrent,S066,baserate,short,short,s2_1,89
concurrent,S066,baserate,short,short,s2_2,126
concurrent,S067,payoff,long,long,s1_1,38
concurrent,S067,payoff,long,long,s1_2,81
concurrent,S067,payoff,long,long,s2_1,1
concurrent,S067,payoff,long,long,s2_2,0
concurrent,S067,payoff,long,short,s1_1,63
concurrent,S067,payoff,long,short,s1_2,10
concurrent,S067,payoff,long,short,s2_1,31
concurrent,S067,payoff,long,short,s2_2,16
concurrent,S067,payoff,short,long,s1_1,33
concurrent,S067,payoff,short,long,s1_2,27
concurrent,S067,payoff,short,long,s2_1,47
concurrent,S067,payoff,short,long,s2_2,13
concurrent,S067,payoff,short,short,s1_1,4
concurrent,S067,payoff,short,short,s1_2,1
concurrent,S067,payoff,short,short,s2_1,33
concurrent,S067,payoff,short,short,s2_2,82
concurrent,S068,mullerlyer,long,long,s1_1,59
concurrent,S068,mullerlyer,long,long,s1_2,38
concurrent,S068,mullerlyer,long,long,s2_1,21
concurrent,S068,mullerlyer,long,long,s2_2,2
concurrent,S068,mullerlyer,long,short,s1_1,30
concurrent,S068,mullerlyer,long,short,s1_2,8
concurrent,S068,mullerlyer,long,short,s2_1,41
concurrent,S068,mullerlyer,long,short,s2_2,41
concurrent,S068,mullerlyer,short,long,s1_1,45
concurrent,S068,mullerlyer,short,long,s1_2,55
concurrent,S068,mullerlyer,short,long,s2_1,17
concurrent,S068,mullerlyer,short,long,s2_2,3
concurrent,S068,mullerlyer,short,short,s1_1,33
concurrent,S068,mullerlyer,short,short,s1_2,12
concurrent,S068,mullerlyer,short,short,s2_1,48
concurrent,S068,mullerlyer,short,short,s2_2,27
concurrent,S070,payoff,long,long,s1_1,44
concurrent,S070,payoff,long,long,s1_2,61
concurrent,S070,payoff,long,long,s2_1,14
concurrent,S070,payoff,long,long,s2_2,1
concurrent,S070,payoff,long,short,s1_1,28
concurrent,S070,payoff,long,short,s1_2,10
concurrent,S070,payoff,long,short,s2_1,58
concurrent,S070,payoff,long,short,s2_2,24
concurrent,S070,payoff,short,long,s1_1,43
concurrent,S070,payoff,short,long,s1_2,56
concurrent,S070,payoff,short,long,s2_1,18
concurrent,S070,payoff,short,long,s2_2,3
concurrent,S070,payoff,short,short,s1_1,20
concurrent,S070,payoff,short,short,s1_2,3
concurrent,S070,payoff,short,short,s2_1,60
concurrent,S070,payoff,short,short,s2_2,37
concurrent,S071,baserate,long,long,s1_1,80
concurrent,S071,baserate,long,long,s1_2,169
concurrent,S071,baserate,long,long,s2_1,17
concurrent,S071,baserate,long,long,s2_2,4
concurrent,S071,baserate,long,short,s1_1,8
concurrent,S071,baserate,long,short,s1_2,4
concurrent,S071,baserate,long,short,s2_1,51
concurrent,S071,baserate,long,short,s2_2,27
concurrent,S071,baserate,short,long,s1_1,54
concurrent,S071,baserate,short,long,s1_2,23
concurrent,S071,baserate,short,long,s2_1,4
concurrent,S071,baserate,short,long,s2_2,9
concurrent,S071,baserate,short,short,s1_1,33
concurrent,S071,baserate,short,short,s1_2,0
concurrent,S071,baserate,short,short,s2_1,49
concurrent,S071,baserate,short,short,s2_2,188
concurrent,S072,baserate,long,long,s1_1,147
concurrent,S072,baserate,long,long,s1_2,111
concurrent,S072,baserate,long,long,s2_1,0
concurrent,S072,baserate,long,long,s2_2,12
concurrent,S072,baserate,long,short,s1_1,33
concurrent,S072,baserate,long,short,s1_2,2
concurrent,S072,baserate,long,short,s2_1,0
concurrent,S072,baserate,long,short,s2_2,55
concurrent,S072,baserate,short,long,s1_1,3
concurrent,S072,baserate,short,long,s1_2,52
concurrent,S072,baserate,short,long,s2_1,29
concurrent,S072,baserate,short,long,s2_2,6
concurrent,S072,baserate,short,short,s1_1,4
concurrent,S072,baserate,short,short,s1_2,14
concurrent,S072,baserate,short,short,s2_1,127
concurrent,S072,baserate,short,short,s2_2,125
concurrent,S073,mullerlyer,long,long,s1_1,35
concurrent,S073,mullerlyer,long,long,s1_2,84
concurrent,S073,mullerlyer,long,long,s2_1,0
concurrent,S073,mullerlyer,long,long,s2_2,1
concurrent,S073,mullerlyer,long,short,s1_1,65
concurrent,S073,mullerlyer,long,short,s1_2,25
concurrent,S073,mullerlyer,long,short,s2_1,30
concurrent,S073,mullerlyer,long,short,s2_2,0
concurrent,S073,mullerlyer,short,long,s1_1,59
concurrent,S073,mullerlyer,short,long,s1_2,38
concurrent,S073,mullerlyer,short,long,s2_1,20
concurrent,S073,mullerlyer,short,long,s2_2,3
concurrent,S073,mullerlyer,short,short,s1_1,30
concurrent,S073,mullerlyer,short,short,s1_2,2
concurrent,S073,mullerlyer,short,short,s2_1,62
concurrent,S073,mullerlyer,short,short,s2_2,26
concurrent,S074,baserate,long,long,s1_1,119
concurrent,S074,baserate,long,long,s1_2,135
concurrent,S074,baserate,long,long,s2_1,14
concurrent,S074,baserate,long,long,s2_2,2
concurrent,S074,baserate,long,short,s1_1,18
