confidence_type,participant,bias_source,bias_direction,line_type,label,value
concurrent,S074,baserate,long,short,s1_2,1
concurrent,S074,baserate,long,short,s2_1,27
concurrent,S074,baserate,long,short,s2_2,44
concurrent,S074,baserate,short,long,s1_1,42
concurrent,S074,baserate,short,long,s1_2,37
concurrent,S074,baserate,short,long,s2_1,11
concurrent,S074,baserate,short,long,s2_2,0
concurrent,S074,baserate,short,short,s1_1,15
concurrent,S074,baserate,short,short,s1_2,1
concurrent,S074,baserate,short,short,s2_1,146
concurrent,S074,baserate,short,short,s2_2,108
concurrent,S075,payoff,long,long,s1_1,47
concurrent,S075,payoff,long,long,s1_2,69
concurrent,S075,payoff,long,long,s2_1,4
concurrent,S075,payoff,long,long,s2_2,0
concurrent,S075,payoff,long,short,s1_1,35
concurrent,S075,payoff,long,short,s1_2,0
concurrent,S075,payoff,long,short,s2_1,57
concurrent,S075,payoff,long,short,s2_2,28
concurrent,S075,payoff,short,long,s1_1,37
concurrent,S075,payoff,short,long,s1_2,65
concurrent,S075,payoff,short,long,s2_1,17
concurrent,S075,payoff,short,long,s2_2,1
concurrent,S075,payoff,short,short,s1_1,15
concurrent,S075,payoff,short,short,s1_2,0
concurrent,S075,payoff,short,short,s2_1,77
concurrent,S075,payoff,short,short,s2_2,28
concurrent,S077,baserate,long,long,s1_1,123
concurrent,S077,baserate,long,long,s1_2,117
concurrent,S077,baserate,long,long,s2_1,29
concurrent,S077,baserate,long,long,s2_2,1
concurrent,S077,baserate,long,short,s1_1,26
concurrent,S077,baserate,long,short,s1_2,5
concurrent,S077,baserate,long,short,s2_1,48
concurrent,S077,baserate,long,short,s2_2,11
concurrent,S077,baserate,short,long,s1_1,29
concurrent,S077,baserate,short,long,s1_2,16
concurrent,S077,baserate,short,long,s2_1,37
concurrent,S077,baserate,short,long,s2_2,8
concurrent,S077,baserate,short,short,s1_1,11
concurrent,S077,baserate,short,short,s1_2,0
concurrent,S077,baserate,short,short,s2_1,180
concurrent,S077,baserate,short,short,s2_2,79
concurrent,S078,payoff,long,long,s1_1,32
concurrent,S078,payoff,long,long,s1_2,79
concurrent,S078,payoff,long,long,s2_1,1
concurrent,S078,payoff,long,long,s2_2,8
concurrent,S078,payoff,long,short,s1_1,39
concurrent,S078,payoff,long,short,s1_2,9
concurrent,S078,payoff,long,short,s2_1,8
concurrent,S078,payoff,long,short,s2_2,64
concurrent,S078,payoff,short,long,s1_1,0
concurrent,S078,payoff,short,long,s1_2,74
concurrent,S078,payoff,short,long,s2_1,39
concurrent,S078,payoff,short,long,s2_2,7
concurrent,S078,payoff,short,short,s1_1,0
concurrent,S078,payoff,short,short,s1_2,7
concurrent,S078,payoff,short,short,s2_1,54
concurrent,S078,payoff,short,short,s2_2,59
concurrent,S079,mullerlyer,long,long,s1_1,44
concurrent,S079,mullerlyer,long,long,s1_2,48
concurrent,S079,mullerlyer,long,long,s2_1,21
concurrent,S079,mullerlyer,long,long,s2_2,7
concurrent,S079,mullerlyer,long,short,s1_1,14
concurrent,S079,mullerlyer,long,short,s1_2,5
concurrent,S079,mullerlyer,long,short,s2_1,49
concurrent,S079,mullerlyer,long,short,s2_2,52
concurrent,S079,mullerlyer,short,long,s1_1,54
concurrent,S079,mullerlyer,short,long,s1_2,24
concurrent,S079,mullerlyer,short,long,s2_1,33
concurrent,S079,mullerlyer,short,long,s2_2,9
concurrent,S079,mullerlyer,short,short,s1_1,8
concurrent,S079,mullerlyer,short,short,s1_2,0
concurrent,S079,mullerlyer,short,short,s2_1,38
concurrent,S079,mullerlyer,short,short,s2_2,74
concurrent,S080,baserate,long,long,s1_1,64
concurrent,S080,baserate,long,long,s1_2,201
concurrent,S080,baserate,long,long,s2_1,5
concurrent,S080,baserate,long,long,s2_2,0
concurrent,S080,baserate,long,short,s1_1,23
concurrent,S080,baserate,long,short,s1_2,4
concurrent,S080,baserate,long,short,s2_1,44
concurrent,S080,baserate,long,short,s2_2,19
concurrent,S080,baserate,short,long,s1_1,41
concurrent,S080,baserate,short,long,s1_2,30
concurrent,S080,baserate,short,long,s2_1,5
concurrent,S080,baserate,short,long,s2_2,14
concurrent,S080,baserate,short,short,s1_1,12
concurrent,S080,baserate,short,short,s1_2,3
concurrent,S080,baserate,short,short,s2_1,58
concurrent,S080,baserate,short,short,s2_2,197
concurrent,S081,payoff,long,long,s1_1,34
concurrent,S081,payoff,long,long,s1_2,80
concurrent,S081,payoff,long,long,s2_1,5
concurrent,S081,payoff,long,long,s2_2,1
concurrent,S081,payoff,long,short,s1_1,34
concurrent,S081,payoff,long,short,s1_2,3
concurrent,S081,payoff,long,short,s2_1,64
concurrent,S081,payoff,long,short,s2_2,19
concurrent,S081,payoff,short,long,s1_1,77
concurrent,S081,payoff,short,long,s1_2,6
concurrent,S081,payoff,short,long,s2_1,34
concurrent,S081,payoff,short,long,s2_2,3
concurrent,S081,payoff,short,short,s1_1,2
concurrent,S081,payoff,short,short,s1_2,0
concurrent,S081,payoff,short,short,s2_1,42
concurrent,S081,payoff,short,short,s2_2,76
concurrent,S082,mullerlyer,long,long,s1_1,35
concurrent,S082,mullerlyer,long,long,s1_2,81
concurrent,S082,mullerlyer,long,long,s2_1,4
concurrent,S082,mullerlyer,long,long,s2_2,0
concurrent,S082,mullerlyer,long,short,s1_1,49
concurrent,S082,mullerlyer,long,short,s1_2,5
concurrent,S082,mullerlyer,long,short,s2_1,57
concurrent,S082,mullerlyer,long,short,s2_2,9
concurrent,S082,mullerlyer,short,long,s1_1,51
concurrent,S082,mullerlyer,short,long,s1_2,41
concurrent,S082,mullerlyer,short,long,s2_1,26
concurrent,S082,mullerlyer,short,long,s2_2,2
concurrent,S082,mullerlyer,short,short,s1_1,6
concurrent,S082,mullerlyer,short,short,s1_2,0
concurrent,S082,mullerlyer,short,short,s2_1,36
concurrent,S082,mullerlyer,short,short,s2_2,78
concurrent,S083,baserate,long,long,s1_1,99
concurrent,S083,baserate,long,long,s1_2,142
concurrent,S083,baserate,long,long,s2_1,24
concurrent,S083,baserate,long,long,s2_2,5
concurrent,S083,baserate,long,short,s1_1,31
concurrent,S083,baserate,long,short,s1_2,8
concurrent,S083,baserate,long,short,s2_1,19
concurrent,S083,baserate,long,short,s2_2,32
concurrent,S083,baserate,short,long,s1_1,16
concurrent,S083,baserate,short,long,s1_2,57
concurrent,S083,baserate,short,long,s2_1,10
concurrent,S083,baserate,short,long,s2_2,7
concurrent,S083,baserate,short,short,s1_1,51
concurrent,S083,baserate,short,short,s1_2,35
concurrent,S083,baserate,short,short,s2_1,80
concurrent,S083,baserate,short,short,s2_2,104
concurrent,S084,payoff,long,long,s1_1,20
concurrent,S084,payoff,long,long,s1_2,94
concurrent,S084,payoff,long,long,s2_1,5
concurrent,S084,payoff,long,long,s2_2,1
concurrent,S084,payoff,long,short,s1_1,33
concurrent,S084,payoff,long,short,s1_2,9
concurrent,S084,payoff,long,short,s2_1,31
concurrent,S084,payoff,long,short,s2_2,47
concurrent,S084,payoff,short,long,s1_1,39
concurrent,S084,payoff,short,long,s1_2,55
concurrent,S084,payoff,short,long,s2_1,25
concurrent,S084,payoff,short,long,s2_2,1
concurrent,S084,payoff,short,short,s1_1,6
concurrent,S084,payoff,short,short,s1_2,2
concurrent,S084,payoff,short,short,s2_1,54
concurrent,S084,payoff,short,short,s2_2,58
concurrent,S085,mullerlyer,long,long,s1_1,32
concurrent,S085,mullerlyer,long,long,s1_2,85
concurrent,S085,mullerlyer,long,long,s2_1,3
concurrent,S085,mullerlyer,long,long,s2_2,0
concurrent,S085,mullerlyer,long,short,s1_1,34
concurrent,S085,mullerlyer,long,short,s1_2,10
concurrent,S085,mullerlyer,long,short,s2_1,53
concurrent,S085,mullerlyer,long,short,s2_2,23
concurrent,S085,mullerlyer,short,long,s1_1,53
concurrent,S085,mullerlyer,short,long,s1_2,58
concurrent,S085,mullerlyer,short,long,s2_1,9
concurrent,S085,mullerlyer,short,long,s2_2,0
concurrent,S085,mullerlyer,short,short,s1_1,27
concurrent,S085,mullerlyer,short,short,s1_2,3
concurrent,S085,mullerlyer,short,short,s2_1,52
concurrent,S085,mullerlyer,short,short,s2_2,38
concurrent,S086,baserate,long,long,s1_1,195
concurrent,S086,baserate,long,long,s1_2,74
concurrent,S086,baserate,long,long,s2_1,1
concurrent,S086,baserate,long,long,s2_2,0
concurrent,S086,baserate,long,short,s1_1,44
concurrent,S086,baserate,long,short,s1_2,1
concurrent,S086,baserate,long,short,s2_1,44
concurrent,S086,baserate,long,short,s2_2,1
concurrent,S086,baserate,short,long,s1_1,79
concurrent,S086,baserate,short,long,s1_2,3
concurrent,S086,baserate,short,long,s2_1,4
concurrent,S086,baserate,short,long,s2_2,4
concurrent,S086,baserate,short,short,s1_1,32
concurrent,S086,baserate,short,short,s1_2,2
concurrent,S086,baserate,short,short,s2_1,162
concurrent,S086,baserate,short,short,s2_2,74
concurrent,S087,mullerlyer,long,long,s1_1,40
concurrent,S087,mullerlyer,long,long,s1_2,69
concurrent,S087,mullerlyer,long,long,s2_1,9
concurrent,S087,mullerlyer,long,long,s2_2,2
concurrent,S087,mullerlyer,long,short,s1_1,26
concurrent,S087,mullerlyer,long,short,s1_2,6
concurrent,S087,mullerlyer,long,short,s2_1,54
concurrent,S087,mullerlyer,long,short,s2_2,34
concurrent,S087,mullerlyer,short,long,s1_1,53
concurrent,S087,mullerlyer,short,long,s1_2,44
concurrent,S087,mullerlyer,short,long,s2_1,15
concurrent,S087,mullerlyer,short,long,s2_2,8
concurrent,S087,mullerlyer,short,short,s1_1,24
concurrent,S087,mullerlyer,short,short,s1_2,0
concurrent,S087,mullerlyer,short,short,s2_1,50
concurrent,S087,mullerlyer,short,short,s2_2,46
concurrent,S088,baserate,long,long,s1_1,132
concurrent,S088,baserate,long,long,s1_2,99
concurrent,S088,baserate,long,long,s2_1,32
concurrent,S088,baserate,long,long,s2_2,7
concurrent,S088,baserate,long,short,s1_1,11
concurrent,S088,baserate,long,short,s1_2,0
concurrent,S088,baserate,long,short,s2_1,32
concurrent,S088,baserate,long,short,s2_2,47
concurrent,S088,baserate,short,long,s1_1,33
concurrent,S088,baserate,short,long,s1_2,36
concurrent,S088,baserate,short,long,s2_1,19
concurrent,S088,baserate,short,long,s2_2,2
concurrent,S088,baserate,short,short,s1_1,19
concurrent,S088,baserate,short,short,s1_2,1
concurrent,S088,baserate,short,short,s2_1,135
concurrent,S088,baserate,short,short,s2_2,115
concurrent,S089,payoff,long,long,s1_1,57
concurrent,S089,payoff,long,long,s1_2,62
concurrent,S089,payoff,long,long,s2_1,1
concurrent,S089,payoff,long,long,s2_2,0
concurrent,S089,payoff,long,short,s1_1,29
concurrent,S089,payoff,long,short,s1_2,2
concurrent,S089,payoff,long,short,s2_1,24
concurrent,S089,payoff,long,short,s2_2,65
concurrent,S089,payoff,short,long,s1_1,35
concurrent,S089,payoff,short,long,s1_2,37
concurrent,S089,payoff,short,long,s2_1,43
concurrent,S089,payoff,short,long,s2_2,5
concurrent,S089,payoff,short,short,s1_1,5
concurrent,S089,payoff,short,short,s1_2,1
concurrent,S089,payoff,short,short,s2_1,50
concurrent,S089,payoff,short,short,s2_2,64
concurrent,S090,mullerlyer,long,long,s1_1,34
concurrent,S090,mullerlyer,long,long,s1_2,46
concurrent,S090,mullerlyer,long,long,s2_1,37
concurrent,S090,mullerlyer,long,long,s2_2,3
concurrent,S090,mullerlyer,long,short,s1_1,10
concurrent,S090,mullerlyer,long,short,s1_2,3
concurrent,S090,mullerlyer,long,short,s2_1,63
concurrent,S090,mullerlyer,long,short,s2_2,44
concurrent,S090,mullerlyer,short,long,s1_1,44
concurrent,S090,mullerlyer,short,long,s1_2,56
concurrent,S090,mullerlyer,short,long,s2_1,18
concurrent,S090,mullerlyer,short,long,s2_2,2
concurrent,S090,mullerlyer,short,short,s1_1,16
concurrent,S090,mullerlyer,short,short,s1_2,0
concurrent,S090,mullerlyer,short,short,s2_1,53
concurrent,S090,mullerlyer,short,short,s2_2,51
concurrent,S091,baserate,long,long,s1_1,106
concurrent,S091,baserate,long,long,s1_2,155
concurrent,S091,baserate,long,long,s2_1,9
concurrent,S091,baserate,long,long,s2_2,0
concurrent,S091,baserate,long,short,s1_1,16
concurrent,S091,baserate,long,short,s1_2,2
concurrent,S091,baserate,long,short,s2_1,29
concurrent,S091,baserate,long,short,s2_2,43
concurrent,S091,baserate,short,long,s1_1,33
concurrent,S091,baserate,short,long,s1_2,35
concurrent,S091,baserate,short,long,s2_1,16
concurrent,S091,baserate,short,long,s2_2,6
concurrent,S091,baserate,short,short,s1_1,39
concurrent,S091,baserate,short,short,s1_2,6
concurrent,S091,baserate,short,short,s2_1,135
concurrent,S091,baserate,short,short,s2_2,90
concurrent,S092,payoff,long,long,s1_1,30
concurrent,S092,payoff,long,long,s1_2,84
concurrent,S092,payoff,long,long,s2_1,3
concurrent,S092,payoff,long,long,s2_2,3
concurrent,S092,payoff,long,short,s1_1,34
concurrent,S092,payoff,long,short,s1_2,13
concurrent,S092,payoff,long,short,s2_1,23
concurrent,S092,payoff,long,short,s2_2,50
concurrent,S092,payoff,short,long,s1_1,19
concurrent,S092,payoff,short,long,s1_2,56
concurrent,S092,payoff,short,long,s2_1,38
concurrent,S092,payoff,short,long,s2_2,7
concurrent,S092,payoff,short,short,s1_1,3
concurrent,S092,payoff,short,short,s1_2,1
concurrent,S092,payoff,short,short,s2_1,37
concurrent,S092,payoff,short,short,s2_2,79
concurrent,S093,mullerlyer,long,long,s1_1,26
concurrent,S093,mullerlyer,long,long,s1_2,85
concurrent,S093,mullerlyer,long,long,s2_1,5
concurrent,S093,mullerlyer,long,long,s2_2,4
concurrent,S093,mullerlyer,long,short,s1_1,42
concurrent,S093,mullerlyer,long,short,s1_2,12
concurrent,S093,mullerlyer,long,short,s2_1,42
concurrent,S093,mullerlyer,long,short,s2_2,24
concurrent,S093,mullerlyer,short,long,s1_1,24
concurrent,S093,mullerlyer,short,long,s1_2,85
concurrent,S093,mullerlyer,short,long,s2_1,9
concurrent,S093,mullerlyer,short,long,s2_2,2
concurrent,S093,mullerlyer,short,short,s1_1,16
concurrent,S093,mullerlyer,short,short,s1_2,8
concurrent,S093,mullerlyer,short,short,s2_1,47
concurrent,S093,mullerlyer,short,short,s2_2,49
concurrent,S094,baserate,long,long,s1_1,169
concurrent,S094,baserate,long,long,s1_2,89
concurrent,S094,baserate,long,long,s2_1,12
concurrent,S094,baserate,long,long,s2_2,0
concurrent,S094,baserate,long,short,s1_1,39
concurrent,S094,baserate,long,short,s1_2,0
concurrent,S094,baserate,long,short,s2_1,46
concurrent,S094,baserate,long,short,s2_2,5
concurrent,S094,baserate,short,long,s1_1,42
concurrent,S094,baserate,short,long,s1_2,32
concurrent,S094,baserate,short,long,s2_1,15
concurrent,S094,baserate,short,long,s2_2,1
concurrent,S094,baserate,short,short,s1_1,46
concurrent,S094,baserate,short,short,s1_2,10
concurrent,S094,baserate,short,short,s2_1,168
concurrent,S094,baserate,short,short,s2_2,46
concurrent,S095,mullerlyer,long,long,s1_1,40
concurrent,S095,mullerlyer,long,long,s1_2,69
concurrent,S095,mullerlyer,long,long,s2_1,8
concurrent,S095,mullerlyer,long,long,s2_2,3
concurrent,S095,mullerlyer,long,short,s1_1,33
concurrent,S095,mullerlyer,long,short,s1_2,13
concurrent,S095,mullerlyer,long,short,s2_1,44
concurrent,S095,mullerlyer,long,short,s2_2,30
concurrent,S095,mullerlyer,short,long,s1_1,40
concurrent,S095,mullerlyer,short,long,s1_2,51
concurrent,S095,mullerlyer,short,long,s2_1,16
concurrent,S095,mullerlyer,short,long,s2_2,13
concurrent,S095,mullerlyer,short,short,s1_1,24
concurrent,S095,mullerlyer,short,short,s1_2,2
concurrent,S095,mullerlyer,short,short,s2_1,34
concurrent,S095,mullerlyer,short,short,s2_2,60
concurrent,S096,payoff,long,long,s1_1,52
concurrent,S096,payoff,long,long,s1_2,65
concurrent,S096,payoff,long,long,s2_1,1
concurrent,S096,payoff,long,long,s2_2,2
concurrent,S096,payoff,long,short,s1_1,56
concurrent,S096,payoff,long,short,s1_2,5
concurrent,S096,payoff,long,short,s2_1,32
concurrent,S096,payoff,long,short,s2_2,27
concurrent,S096,payoff,short,long,s1_1,34
concurrent,S096,payoff,short,long,s1_2,46
concurrent,S096,payoff,short,long,s2_1,27
concurrent,S096,payoff,short,long,s2_2,13
concurrent,S096,payoff,short,short,s1_1,6
concurrent,S096,payoff,short,short,s1_2,1
concurrent,S096,payoff,short,short,s2_1,35
concurrent,S096,payoff,short,short,s2_2,78
concurrent,S097,baserate,long,long,s1_1,155
concurrent,S097,baserate,long,long,s1_2,103
concurrent,S097,baserate,long,long,s2_1,12
concurrent,S097,baserate,long,long,s2_2,0
concurrent,S097,baserate,long,short,s1_1,33
concurrent,S097,baserate,long,short,s1_2,2
concurrent,S097,baserate,long,short,s2_1,41
concurrent,S097,baserate,long,short,s2_2,14
concurrent,S097,baserate,short,long,s1_1,48
concurrent,S097,baserate,short,long,s1_2,4
concurrent,S097,baserate,short,long,s2_1,37
concurrent,S097,baserate,short,long,s2_2,1
concurrent,S097,baserate,short,short,s1_1,30
concurrent,S097,baserate,short,short,s1_2,0
concurrent,S097,baserate,short,short,s2_1,170
concurrent,S097,baserate,short,short,s2_2,70
concurrent,S098,payoff,long,long,s1_1,23
concurrent,S098,payoff,long,long,s1_2,90
concurrent,S098,payoff,long,long,s2_1,5
concurrent,S098,payoff,long,long,s2_2,2
concurrent,S098,payoff,long,short,s1_1,13
concurrent,S098,payoff,long,short,s1_2,16
concurrent,S098,payoff,long,short,s2_1,19
concurrent,S098,payoff,long,short,s2_2,72
concurrent,S098,payoff,short,long,s1_1,23
concurrent,S098,payoff,short,long,s1_2,78
concurrent,S098,payoff,short,long,s2_1,12
concurrent,S098,payoff,short,long,s2_2,7
concurrent,S098,payoff,short,short,s1_1,11
concurrent,S098,payoff,short,short,s1_2,5
concurrent,S098,payoff,short,short,s2_1,40
concurrent,S098,payoff,short,short,s2_2,64
concurrent,S099,mullerlyer,long,long,s1_1,45
concurrent,S099,mullerlyer,long,long,s1_2,62
concurrent,S099,mullerlyer,long,long,s2_1,10
concurrent,S099,mullerlyer,long,long,s2_2,3
concurrent,S099,mullerlyer,long,short,s1_1,40
concurrent,S099,mullerlyer,long,short,s1_2,8
concurrent,S099,mullerlyer,long,short,s2_1,44
concurrent,S099,mullerlyer,long,short,s2_2,28
concurrent,S099,mullerlyer,short,long,s1_1,44
concurrent,S099,mullerlyer,short,long,s1_2,46
concurrent,S099,mullerlyer,short,long,s2_1,29
concurrent,S099,mullerlyer,short,long,s2_2,1
concurrent,S099,mullerlyer,short,short,s1_1,2
concurrent,S099,mullerlyer,short,short,s1_2,1
concurrent,S099,mullerlyer,short,short,s2_1,49
concurrent,S099,mullerlyer,short,short,s2_2,68
concurrent,S100,baserate,long,long,s1_1,134
concurrent,S100,baserate,long,long,s1_2,124
concurrent,S100,baserate,long,long,s2_1,12
concurrent,S100,baserate,long,long,s2_2,0
concurrent,S100,baserate,long,short,s1_1,30
concurrent,S100,baserate,long,short,s1_2,3
concurrent,S100,baserate,long,short,s2_1,43
concurrent,S100,baserate,long,short,s2_2,14
concurrent,S100,baserate,short,long,s1_1,49
concurrent,S100,baserate,short,long,s1_2,6
concurrent,S100,baserate,short,long,s2_1,32
concurrent,S100,baserate,short,long,s2_2,3
concurrent,S100,baserate,short,short,s1_1,8
concurrent,S100,baserate,short,short,s1_2,0
concurrent,S100,baserate,short,short,s2_1,122
concurrent,S100,baserate,short,short,s2_2,140
concurrent,S101,baserate,long,long,s1_1,36
concurrent,S101,baserate,long,long,s1_2,229
concurrent,S101,baserate,long,long,s2_1,2
concurrent,S101,baserate,long,long,s2_2,3
concurrent,S101,baserate,long,short,s1_1,20
concurrent,S101,baserate,long,short,s1_2,27
concurrent,S101,baserate,long,short,s2_1,10
concurrent,S101,baserate,long,short,s2_2,33
concurrent,S101,baserate,short,long,s1_1,24
concurrent,S101,baserate,short,long,s1_2,43
concurrent,S101,baserate,short,long,s2_1,19
concurrent,S101,baserate,short,long,s2_2,4
concurrent,S101,baserate,short,short,s1_1,26
concurrent,S101,baserate,short,short,s1_2,29
concurrent,S101,baserate,short,short,s2_1,156
concurrent,S101,baserate,short,short,s2_2,59
concurrent,S102,payoff,long,long,s1_1,50
concurrent,S102,payoff,long,long,s1_2,52
concurrent,S102,payoff,long,long,s2_1,10
concurrent,S102,payoff,long,long,s2_2,8
concurrent,S102,payoff,long,short,s1_1,26
concurrent,S102,payoff,long,short,s1_2,2
concurrent,S102,payoff,long,short,s2_1,36
concurrent,S102,payoff,long,short,s2_2,56
concurrent,S102,payoff,short,long,s1_1,37
concurrent,S102,payoff,short,long,s1_2,54
concurrent,S102,payoff,short,long,s2_1,27
concurrent,S102,payoff,short,long,s2_2,2
concurrent,S102,payoff,short,short,s1_1,8
concurrent,S102,payoff,short,short,s1_2,1
concurrent,S102,payoff,short,short,s2_1,48
concurrent,S102,payoff,short,short,s2_2,63
concurrent,S103,mullerlyer,long,long,s1_1,7
concurrent,S103,mullerlyer,long,long,s1_2,99
concurrent,S103,mullerlyer,long,long,s2_1,10
concurrent,S103,mullerlyer,long,long,s2_2,4
concurrent,S103,mullerlyer,long,short,s1_1,12
concurrent,S103,mullerlyer,long,short,s1_2,12
concurrent,S103,mullerlyer,long,short,s2_1,29
concurrent,S103,mullerlyer,long,short,s2_2,67
concurrent,S103,mullerlyer,short,long,s1_1,16
concurrent,S103,mullerlyer,short,long,s1_2,95
concurrent,S103,mullerlyer,short,long,s2_1,7
concurrent,S103,mullerlyer,short,long,s2_2,2
concurrent,S103,mullerlyer,short,short,s1_1,15
concurrent,S103,mullerlyer,short,short,s1_2,20
concurrent,S103,mullerlyer,short,short,s2_1,21
concurrent,S103,mullerlyer,short,short,s2_2,64
concurrent,S104,baserate,long,long,s1_1,107
concurrent,S104,baserate,long,long,s1_2,117
concurrent,S104,baserate,long,long,s2_1,34
concurrent,S104,baserate,long,long,s2_2,12
concurrent,S104,baserate,long,short,s1_1,14
concurrent,S104,baserate,long,short,s1_2,2
concurrent,S104,baserate,long,short,s2_1,24
concurrent,S104,baserate,long,short,s2_2,50
concurrent,S104,baserate,short,long,s1_1,40
concurrent,S104,baserate,short,long,s1_2,23
concurrent,S104,baserate,short,long,s2_1,27
concurrent,S104,baserate,short,long,s2_2,0
concurrent,S104,baserate,short,short,s1_1,12
concurrent,S104,baserate,short,short,s1_2,1
concurrent,S104,baserate,short,short,s2_1,134
concurrent,S104,baserate,short,short,s2_2,123
concurrent,S105,payoff,long,long,s1_1,23
concurrent,S105,payoff,long,long,s1_2,95
concurrent,S105,payoff,long,long,s2_1,2
concurrent,S105,payoff,long,long,s2_2,0
concurrent,S105,payoff,long,short,s1_1,37
concurrent,S105,payoff,long,short,s1_2,4
concurrent,S105,payoff,long,short,s2_1,59
concurrent,S105,payoff,long,short,s2_2,20
concurrent,S105,payoff,short,long,s1_1,19
concurrent,S105,payoff,short,long,s1_2,87
concurrent,S105,payoff,short,long,s2_1,14
concurrent,S105,payoff,short,long,s2_2,0
concurrent,S105,payoff,short,short,s1_1,0
concurrent,S105,payoff,short,short,s1_2,0
concurrent,S105,payoff,short,short,s2_1,54
concurrent,S105,payoff,short,short,s2_2,66
concurrent,S106,mullerlyer,long,long,s1_1,32
concurrent,S106,mullerlyer,long,long,s1_2,86
concurrent,S106,mullerlyer,long,long,s2_1,2
concurrent,S106,mullerlyer,long,long,s2_2,0
concurrent,S106,mullerlyer,long,short,s1_1,31
concurrent,S106,mullerlyer,long,short,s1_2,4
concurrent,S106,mullerlyer,long,short,s2_1,73
concurrent,S106,mullerlyer,long,short,s2_2,12
concurrent,S106,mullerlyer,short,long,s1_1,43
concurrent,S106,mullerlyer,short,long,s1_2,75
concurrent,S106,mullerlyer,short,long,s2_1,2
concurrent,S106,mullerlyer,short,long,s2_2,0
concurrent,S106,mullerlyer,short,short,s1_1,26
concurrent,S106,mullerlyer,short,short,s1_2,2
concurrent,S106,mullerlyer,short,short,s2_1,41
concurrent,S106,mullerlyer,short,short,s2_2,51
concurrent,S107,baserate,long,long,s1_1,81
concurrent,S107,baserate,long,long,s1_2,160
concurrent,S107,baserate,long,long,s2_1,27
concurrent,S107,baserate,long,long,s2_2,2
concurrent,S107,baserate,long,short,s1_1,8
concurrent,S107,baserate,long,short,s1_2,1
concurrent,S107,baserate,long,short,s2_1,27
concurrent,S107,baserate,long,short,s2_2,54
concurrent,S107,baserate,short,long,s1_1,35
concurrent,S107,baserate,short,long,s1_2,34
concurrent,S107,baserate,short,long,s2_1,18
concurrent,S107,baserate,short,long,s2_2,3
concurrent,S107,baserate,short,short,s1_1,10
concurrent,S107,baserate,short,short,s1_2,1
concurrent,S107,baserate,short,short,s2_1,138
concurrent,S107,baserate,short,short,s2_2,121
concurrent,S108,baserate,long,long,s1_1,36
concurrent,S108,baserate,long,long,s1_2,215
concurrent,S108,baserate,long,long,s2_1,13
concurrent,S108,baserate,long,long,s2_2,6
concurrent,S108,baserate,long,short,s1_1,14
concurrent,S108,baserate,long,short,s1_2,6
concurrent,S108,baserate,long,short,s2_1,23
concurrent,S108,baserate,long,short,s2_2,47
concurrent,S108,baserate,short,long,s1_1,30
concurrent,S108,baserate,short,long,s1_2,44
concurrent,S108,baserate,short,long,s2_1,14
concurrent,S108,baserate,short,long,s2_2,2
concurrent,S108,baserate,short,short,s1_1,21
concurrent,S108,baserate,short,short,s1_2,5
concurrent,S108,baserate,short,short,s2_1,72
concurrent,S108,baserate,short,short,s2_2,172
concurrent,S109,baserate,long,long,s1_1,112
concurrent,S109,baserate,long,long,s1_2,139
concurrent,S109,baserate,long,long,s2_1,14
concurrent,S109,baserate,long,long,s2_2,5
concurrent,S109,baserate,long,short,s1_1,14
concurrent,S109,baserate,long,short,s1_2,4
concurrent,S109,baserate,long,short,s2_1,36
concurrent,S109,baserate,long,short,s2_2,36
concurrent,S109,baserate,short,long,s1_1,35
concurrent,S109,baserate,short,long,s1_2,34
concurrent,S109,baserate,short,long,s2_1,14
concurrent,S109,baserate,short,long,s2_2,7
concurrent,S109,baserate,short,short,s1_1,30
concurrent,S109,baserate,short,short,s1_2,2
concurrent,S109,baserate,short,short,s2_1,97
concurrent,S109,baserate,short,short,s2_2,141
concurrent,S110,baserate,long,long,s1_1,44
concurrent,S110,baserate,long,long,s1_2,197
concurrent,S110,baserate,long,long,s2_1,29
concurrent,S110,baserate,long,long,s2_2,0
concurrent,S110,baserate,long,short,s1_1,10
concurrent,S110,baserate,long,short,s1_2,14
concurrent,S110,baserate,long,short,s2_1,63
concurrent,S110,baserate,long,short,s2_2,3
concurrent,S110,baserate,short,long,s1_1,35
concurrent,S110,baserate,short,long,s1_2,32
concurrent,S110,baserate,short,long,s2_1,12
concurrent,S110,baserate,short,long,s2_2,11
concurrent,S110,baserate,short,short,s1_1,12
concurrent,S110,baserate,short,short,s1_2,5
concurrent,S110,baserate,short,short,s2_1,87
concurrent,S110,baserate,short,short,s2_2,166
concurrent,S111,baserate,long,long,s1_1,98
concurrent,S111,baserate,long,long,s1_2,157
concurrent,S111,baserate,long,long,s2_1,15
concurrent,S111,baserate,long,long,s2_2,0
concurrent,S111,baserate,long,short,s1_1,14
concurrent,S111,baserate,long,short,s1_2,0
concurrent,S111,baserate,long,short,s2_1,43
concurrent,S111,baserate,long,short,s2_2,33
concurrent,S111,baserate,short,long,s1_1,31
concurrent,S111,baserate,short,long,s1_2,42
concurrent,S111,baserate,short,long,s2_1,17
concurrent,S111,baserate,short,long,s2_2,0
concurrent,S111,baserate,short,short,s1_1,17
concurrent,S111,baserate,short,short,s1_2,3
concurrent,S111,baserate,short,short,s2_1,140
